Buyer_ID,Age,Gender,Annual_Income_USD,City_Type,Daily_Commute_km,Number_of_Cars_Owned,Current_Car_Type,Charging_Stations_Near_Home,Charging_Stations_Near_Work,Home_Charging_Possible,Environmental_Concern_Level,Subsidy_Available,Range_Anxiety_Level,Will_Buy_EV
EV08297,32,Female,95089.0,Urban,53.1,2,Sedan,12,13,No,5.0,Yes,Low,No
EV08298,34,Female,72651.0,Suburban,82.3,1,Truck,2,5,Yes,5.0,Yes,Medium,No
EV08299,57,Female,52899.0,Rural,47.1,2,SUV,0,1,Yes,3.0,Yes,Low,No
EV08300,53,Male,93180.0,Urban,69.3,4,SUV,14,6,No,1.0,Yes,Low,No
EV08301,67,Female,45365.0,Rural,84.1,2,SUV,2,3,Yes,3.0,No,Low,No
EV08302,54,Female,59818.0,Urban,50.5,1,SUV,4,3,No,3.0,Yes,Low,Yes
EV08303,25,Male,60772.0,Urban,17.3,1,Sedan,3,18,No,5.0,Yes,Low,No
EV08304,54,Female,68414.0,Rural,16.1,1,Sedan,1,1,No,3.0,Yes,Low,Yes
EV08305,39,Male,53818.0,Urban,24.2,1,Sedan,12,16,Yes,2.0,No,Low,No
EV08306,56,Male,163082.0,Urban,12.3,2,Sedan,6,3,Yes,1.0,No,Low,No
EV08307,36,Female,65037.0,Suburban,50.2,1,Sedan,2,3,Yes,5.0,Yes,Low,Yes
EV08308,43,Female,55103.0,Urban,49.4,2,Hatchback,9,12,No,5.0,Yes,Low,No
EV08309,46,Female,30000.0,Urban,30.1,1,Hatchback,10,13,No,5.0,No,Low,No
EV08310,35,Male,93647.0,Suburban,54.3,3,Sedan,1,5,Yes,4.0,Yes,Low,Yes
EV08311,58,Other,61274.0,Suburban,25.3,1,Hatchback,7,1,Yes,2.0,Yes,Low,No
EV08312,62,Male,102851.0,Urban,56.4,3,Sedan,6,6,Yes,4.0,No,Low,No
EV08313,43,Male,123692.0,Rural,54.3,2,SUV,0,3,Yes,1.0,Yes,Low,No
EV08314,34,Male,114052.0,Urban,41.9,1,Sedan,6,3,Yes,1.0,Yes,Low,No
EV08315,27,Female,37070.0,Urban,5.0,2,Hatchback,4,7,No,5.0,Yes,Medium,No
EV08316,58,Female,121777.0,Urban,55.7,4,Sedan,14,16,Yes,3.0,Yes,Low,No
EV08317,53,Male,93189.0,Suburban,33.2,1,Truck,4,6,Yes,5.0,No,Low,No
EV08318,46,Female,58915.0,Urban,37.4,1,SUV,13,5,Yes,2.0,Yes,Low,No
EV08319,37,Female,111729.0,Rural,49.4,1,Sedan,2,2,Yes,4.0,No,Low,No
EV08320,38,Female,140908.0,Urban,10.5,1,Sedan,6,8,Yes,3.0,Yes,Low,Yes
EV08321,35,Female,128430.0,Suburban,27.6,3,Hatchback,1,1,Yes,3.0,Yes,Low,Yes
EV08322,68,Female,121426.0,Urban,98.6,1,Sedan,6,7,No,3.0,Yes,Medium,No
EV08323,28,Male,93683.0,Urban,28.8,2,SUV,4,8,No,2.0,Yes,Medium,No
EV08324,50,Female,100634.0,Urban,45.4,2,Sedan,8,3,No,1.0,Yes,Medium,No
EV08325,50,Female,78606.0,Rural,36.8,1,SUV,1,2,Yes,1.0,Yes,Low,No
EV08326,27,Male,94394.0,Rural,49.7,1,Sedan,2,1,Yes,4.0,No,Low,No
EV08327,32,Female,153639.0,Urban,8.9,1,Hatchback,9,11,Yes,3.0,Yes,Low,Yes
EV08328,31,Male,47933.0,Urban,26.2,1,Sedan,10,18,No,2.0,Yes,Low,No
EV08329,35,Male,51102.0,Urban,98.4,2,SUV,12,13,Yes,2.0,No,Low,No
EV08330,34,Other,88439.0,Urban,5.0,1,SUV,6,19,No,5.0,Yes,Low,No
EV08331,65,Male,97125.0,Urban,5.0,2,Hatchback,13,16,Yes,5.0,No,Low,No
EV08332,45,Male,131727.0,Suburban,,1,Sedan,6,1,No,5.0,Yes,Medium,Yes
EV08333,49,Female,126226.0,Urban,31.9,1,SUV,3,13,No,2.0,Yes,Low,No
EV08334,35,Male,85177.0,Suburban,24.4,1,Sedan,4,9,Yes,3.0,No,Low,No
EV08335,40,Male,154867.0,Suburban,10.3,3,SUV,0,1,Yes,3.0,Yes,Low,No
EV08336,63,Female,87289.0,Urban,32.2,1,Hatchback,11,19,No,2.0,No,Low,No
EV08337,36,Female,53703.0,Urban,5.0,1,Hatchback,7,12,No,4.0,Yes,Low,No
EV08338,56,Female,96853.0,Suburban,48.4,1,SUV,2,2,Yes,3.0,No,Low,No
EV08339,67,Female,80241.0,Rural,25.4,2,SUV,2,1,Yes,3.0,No,Low,No
EV08340,37,Male,70401.0,Suburban,86.4,3,Sedan,3,8,Yes,3.0,Yes,Low,No
EV08341,51,Male,78174.0,Suburban,49.1,1,SUV,5,4,Yes,2.0,No,Low,No
EV08342,51,Male,120848.0,Urban,56.7,1,Sedan,5,14,Yes,3.0,Yes,Low,No
EV08343,46,Female,52667.0,Urban,5.0,2,Hatchback,12,19,No,2.0,Yes,Low,Yes
EV08344,69,Female,114760.0,Urban,74.0,1,SUV,11,10,Yes,3.0,No,Low,No
EV08345,31,Female,30000.0,Urban,10.8,1,SUV,10,12,No,2.0,Yes,Medium,No
EV08346,32,Male,,Suburban,55.7,3,Sedan,2,5,Yes,5.0,Yes,Low,Yes
EV08347,37,Male,90011.0,Urban,30.7,2,SUV,8,15,Yes,3.0,No,Low,No
EV08348,45,Male,69889.0,Urban,26.0,1,SUV,11,19,Yes,2.0,Yes,Low,No
EV08349,25,Male,48516.0,Suburban,46.8,3,SUV,2,9,Yes,2.0,Yes,Low,No
EV08350,61,Male,127235.0,Urban,5.0,1,SUV,14,10,No,1.0,Yes,Low,No
EV08351,57,Male,73655.0,Urban,24.2,1,Sedan,2,11,Yes,5.0,Yes,Low,Yes
EV08352,36,Female,99540.0,Suburban,32.8,1,Sedan,1,3,Yes,1.0,Yes,Low,No
EV08353,27,Male,44160.0,Suburban,23.9,2,Sedan,2,1,Yes,5.0,No,Low,No
EV08354,45,Male,74179.0,Suburban,5.0,3,SUV,2,1,No,2.0,No,Medium,No
EV08355,50,Male,142784.0,Suburban,30.4,3,Hatchback,0,2,No,1.0,No,Medium,No
EV08356,38,Male,83066.0,Urban,56.2,2,Sedan,9,13,No,1.0,No,Low,No
EV08357,60,Female,81978.0,Urban,52.5,1,SUV,8,8,Yes,1.0,Yes,Low,No
EV08358,30,Male,136037.0,Suburban,90.0,3,SUV,0,9,Yes,1.0,No,Low,No
EV08359,61,Male,99891.0,Suburban,25.6,1,Sedan,1,6,Yes,1.0,Yes,Low,No
EV08360,63,Female,65394.0,Urban,75.8,1,Hatchback,5,18,Yes,5.0,No,Low,No
EV08361,42,Other,45156.0,Suburban,37.3,2,SUV,2,3,Yes,5.0,Yes,Low,No
EV08362,41,Female,116575.0,Suburban,58.2,1,SUV,7,3,Yes,1.0,Yes,Low,No
EV08363,45,Female,100033.0,Suburban,18.5,4,Sedan,3,2,No,2.0,No,Medium,No
EV08364,62,Male,101557.0,Suburban,59.9,1,Sedan,1,5,Yes,5.0,No,Low,No
EV08365,50,Male,131379.0,Urban,46.6,1,Sedan,8,4,No,,No,Medium,No
EV08366,56,Male,78435.0,Urban,35.2,1,Sedan,7,14,Yes,3.0,Yes,Low,No
EV08367,41,Male,134751.0,Urban,32.7,2,SUV,12,14,No,2.0,No,Low,No
EV08368,58,Male,63919.0,Urban,38.8,3,Sedan,13,8,No,4.0,No,Medium,No
EV08369,31,Female,76878.0,Suburban,108.2,1,Sedan,1,3,Yes,3.0,No,Low,No
EV08370,45,Male,146033.0,Urban,54.8,2,SUV,12,17,Yes,5.0,No,Low,No
EV08371,38,Female,109123.0,Urban,52.8,1,Sedan,12,4,Yes,2.0,No,Low,No
EV08372,52,Male,88249.0,Suburban,12.9,1,Sedan,1,3,Yes,3.0,Yes,Low,No
EV08373,35,Female,69436.0,Suburban,65.4,2,SUV,7,5,No,1.0,Yes,Medium,No
EV08374,67,Female,99017.0,Urban,48.5,2,Hatchback,8,16,No,1.0,Yes,Low,No
EV08375,25,Female,83263.0,Urban,67.7,2,Sedan,5,7,No,1.0,No,Medium,No
EV08376,39,Female,73824.0,Suburban,25.5,2,Hatchback,1,5,Yes,2.0,Yes,Low,No
EV08377,31,Female,77126.0,Suburban,36.1,1,Truck,1,2,No,3.0,Yes,Medium,No
EV08378,62,Female,53357.0,Urban,5.0,3,Hatchback,2,8,Yes,3.0,Yes,Low,Yes
EV08379,30,Male,32968.0,Urban,6.0,2,Sedan,10,5,No,2.0,No,Low,No
EV08380,60,Female,63428.0,Suburban,5.0,2,Hatchback,4,6,Yes,1.0,No,Low,No
EV08381,30,Male,41425.0,Rural,5.0,2,Truck,2,3,Yes,3.0,No,Low,No
EV08382,31,Female,97801.0,Suburban,24.9,3,Sedan,5,2,Yes,3.0,Yes,Low,No
EV08383,35,Other,30000.0,Urban,30.4,1,Hatchback,10,8,No,2.0,Yes,Medium,No
EV08384,29,Female,37833.0,Suburban,59.1,2,SUV,1,9,Yes,5.0,Yes,Low,Yes
EV08385,29,Female,36076.0,Rural,22.5,1,SUV,0,3,Yes,2.0,Yes,Low,No
EV08386,69,Female,91445.0,Suburban,22.6,1,SUV,4,7,Yes,3.0,Yes,Low,Yes
EV08387,49,Female,138161.0,Urban,5.0,1,Truck,10,5,Yes,5.0,Yes,Low,Yes
EV08388,48,Female,115195.0,Suburban,16.3,2,Truck,1,3,Yes,2.0,No,Low,No
EV08389,54,Female,130406.0,Urban,42.2,1,Sedan,10,5,No,2.0,No,Low,No
EV08390,40,Male,82665.0,Suburban,32.6,4,Sedan,5,2,Yes,1.0,No,Low,No
EV08391,59,Female,110078.0,Suburban,37.7,1,Hatchback,6,8,No,4.0,No,Low,No
EV08392,29,Female,86109.0,Urban,84.0,1,SUV,11,11,Yes,4.0,Yes,Low,Yes
EV08393,48,Female,97524.0,Urban,46.0,1,SUV,6,5,No,5.0,No,Medium,No
EV08394,47,Male,31240.0,Suburban,62.6,2,SUV,2,8,Yes,4.0,Yes,Low,No
EV08395,44,Female,82870.0,Urban,5.0,1,Sedan,6,12,No,2.0,Yes,Low,No
EV08396,30,Male,112279.0,Urban,47.5,1,Sedan,10,5,Yes,4.0,No,Low,No
EV08397,58,Male,62264.0,Suburban,54.5,3,SUV,6,6,Yes,1.0,No,Low,No
EV08398,58,Male,131762.0,Urban,91.4,2,SUV,2,3,Yes,4.0,Yes,Low,Yes
EV08399,67,Male,98323.0,Suburban,49.7,2,Sedan,5,6,Yes,2.0,No,Low,No
EV08400,27,Male,130047.0,Suburban,37.2,3,Sedan,7,7,Yes,2.0,Yes,Low,No
EV08401,46,Male,77531.0,Urban,37.5,4,Sedan,12,16,Yes,5.0,No,Low,Yes
EV08402,51,Female,96399.0,Suburban,5.0,2,Truck,5,4,Yes,1.0,Yes,Low,No
EV08403,61,Female,33208.0,Urban,55.8,2,SUV,6,16,No,4.0,No,Low,No
EV08404,62,Female,66518.0,Urban,5.0,1,Sedan,8,6,Yes,5.0,No,Low,No
EV08405,56,Male,78566.0,Urban,66.8,2,Sedan,7,6,No,1.0,Yes,Medium,No
EV08406,50,Female,94038.0,Suburban,35.6,1,Sedan,6,1,Yes,1.0,No,Low,No
EV08407,54,Male,69451.0,Suburban,36.2,2,Hatchback,0,8,Yes,4.0,Yes,Low,Yes
EV08408,36,Female,,Suburban,22.7,2,SUV,4,1,Yes,2.0,No,Low,No
EV08409,27,Female,114711.0,Rural,17.7,1,Sedan,1,1,Yes,4.0,Yes,Low,Yes
EV08410,45,Male,75368.0,Rural,25.4,1,Hatchback,0,0,Yes,4.0,No,Low,No
EV08411,48,Male,39201.0,Suburban,44.2,1,SUV,6,5,Yes,5.0,No,Low,No
EV08412,63,Male,62581.0,Urban,,1,SUV,8,16,No,3.0,Yes,Low,Yes
EV08413,45,Male,107721.0,Suburban,60.3,1,Sedan,3,3,No,3.0,No,Medium,No
EV08414,44,Male,75069.0,Suburban,79.3,2,SUV,1,6,Yes,4.0,No,Low,No
EV08415,29,Female,70179.0,Urban,27.0,3,Sedan,11,13,No,3.0,Yes,Low,No
EV08416,56,Male,81133.0,Urban,18.5,2,Sedan,11,3,No,1.0,No,Low,No
EV08417,63,Male,30000.0,Urban,52.8,3,Sedan,3,5,Yes,4.0,Yes,Low,No
EV08418,60,Male,53426.0,Urban,23.5,1,Sedan,8,5,No,5.0,Yes,Medium,No
EV08419,67,Other,101956.0,Suburban,66.2,1,Sedan,4,3,No,3.0,Yes,Medium,No
EV08420,60,Other,81501.0,Urban,9.3,2,Hatchback,10,4,No,1.0,Yes,Low,No
EV08421,32,Male,45383.0,Suburban,45.6,1,SUV,6,4,Yes,2.0,Yes,Low,No
EV08422,63,Female,152720.0,Suburban,8.2,2,Truck,1,3,Yes,4.0,No,Low,No
EV08423,62,Male,37977.0,Urban,22.8,2,Truck,4,5,Yes,2.0,Yes,Low,No
EV08424,62,Male,51680.0,Urban,70.0,1,SUV,8,7,No,2.0,Yes,Medium,No
EV08425,66,Male,63234.0,Suburban,29.5,1,Sedan,1,6,Yes,3.0,Yes,Low,No
EV08426,32,Female,56046.0,Suburban,11.7,3,Sedan,4,1,Yes,3.0,No,Low,No
EV08427,67,Male,75377.0,Suburban,55.3,2,SUV,2,8,Yes,2.0,Yes,Low,No
EV08428,44,Female,77632.0,Urban,50.1,1,Sedan,7,5,No,5.0,No,Low,No
EV08429,49,Female,,Urban,31.0,3,SUV,3,17,No,5.0,No,Low,No
EV08430,48,Female,39505.0,Rural,45.6,1,SUV,1,3,Yes,,Yes,Low,Yes
EV08431,26,Female,51146.0,Suburban,45.2,3,SUV,6,9,Yes,2.0,Yes,Low,Yes
EV08432,33,Male,68373.0,Urban,69.4,2,SUV,4,6,Yes,3.0,No,Low,No
EV08433,47,Female,93599.0,Urban,63.0,1,Sedan,2,13,No,5.0,No,Low,No
EV08434,64,Male,30000.0,Urban,57.5,1,Truck,12,17,No,1.0,Yes,Low,No
EV08435,32,Female,46109.0,Urban,30.0,1,Hatchback,8,3,No,3.0,No,Medium,No
EV08436,65,Female,87433.0,Suburban,57.7,1,Truck,2,1,Yes,5.0,No,Low,No
EV08437,33,Male,90273.0,Rural,5.5,1,SUV,1,3,No,4.0,No,Medium,No
EV08438,33,Male,84683.0,Urban,61.4,2,Sedan,8,18,No,3.0,Yes,Medium,No
EV08439,45,Female,100984.0,Urban,5.0,1,Sedan,8,9,Yes,5.0,Yes,Low,Yes
EV08440,41,Female,74014.0,Urban,9.2,2,SUV,2,11,No,5.0,Yes,Medium,No
EV08441,35,Male,91623.0,Urban,5.0,1,Hatchback,6,9,No,3.0,Yes,Low,Yes
EV08442,46,Female,73979.0,Suburban,5.0,1,Sedan,6,6,Yes,3.0,Yes,Low,No
EV08443,51,Male,62151.0,Urban,48.8,1,Sedan,11,9,No,1.0,No,Medium,No
EV08444,29,Female,123153.0,Urban,5.0,1,Sedan,9,14,Yes,3.0,No,Low,No
EV08445,27,Female,78237.0,Urban,51.8,2,Sedan,8,12,Yes,5.0,No,Low,Yes
EV08446,28,Male,113269.0,Suburban,20.0,1,SUV,6,3,Yes,5.0,Yes,Low,Yes
EV08447,33,Male,112870.0,Suburban,21.6,2,SUV,5,1,Yes,3.0,No,Low,No
EV08448,58,Female,39633.0,Urban,41.9,3,SUV,14,16,Yes,3.0,No,Low,No
EV08449,43,Female,102593.0,Suburban,59.6,2,SUV,3,3,No,3.0,Yes,High,No
EV08450,30,Male,158926.0,Urban,57.4,2,SUV,12,9,No,2.0,No,Low,No
EV08451,35,Female,73636.0,Suburban,31.7,1,Sedan,3,3,Yes,5.0,No,Low,No
EV08452,27,Female,,Suburban,40.3,2,Truck,7,8,Yes,2.0,Yes,Low,No
EV08453,64,Male,53235.0,Urban,6.2,2,Truck,8,8,Yes,2.0,Yes,Low,No
EV08454,51,Male,73490.0,Urban,45.4,2,Hatchback,7,11,Yes,1.0,Yes,Low,No
EV08455,53,Male,67166.0,Urban,59.5,1,Sedan,12,12,No,3.0,Yes,Low,No
EV08456,52,Female,71846.0,Urban,41.5,1,SUV,7,16,Yes,3.0,Yes,Low,No
EV08457,36,Female,125064.0,Suburban,48.5,1,SUV,0,9,Yes,1.0,Yes,Low,Yes
EV08458,29,Male,110904.0,Urban,26.0,2,SUV,3,3,Yes,2.0,No,Low,No
EV08459,28,Other,88435.0,Urban,23.0,2,SUV,2,6,No,3.0,Yes,Medium,No
EV08460,33,Female,82285.0,Urban,5.0,2,Sedan,2,3,No,5.0,No,Low,No
EV08461,26,Male,81116.0,Suburban,12.3,1,Sedan,3,9,Yes,4.0,No,Low,No
EV08462,49,Female,69522.0,Suburban,21.0,3,SUV,6,1,Yes,1.0,No,Low,No
EV08463,46,Male,46171.0,Rural,,1,Hatchback,2,2,Yes,5.0,Yes,Low,No
EV08464,46,Male,84273.0,Suburban,15.4,3,Sedan,4,7,No,5.0,Yes,High,No
EV08465,67,Female,79222.0,Suburban,31.7,3,SUV,1,5,Yes,3.0,No,Low,No
EV08466,32,Male,138237.0,Urban,39.2,1,Sedan,4,3,Yes,1.0,No,Low,No
EV08467,26,Male,33594.0,Suburban,5.0,3,Sedan,7,7,Yes,3.0,Yes,Low,No
EV08468,37,Female,,Suburban,46.3,1,SUV,6,5,Yes,2.0,No,Low,No
EV08469,39,Male,65457.0,Suburban,45.0,1,Sedan,0,8,Yes,2.0,No,Low,No
EV08470,33,Male,102870.0,Urban,30.4,1,Sedan,6,7,Yes,3.0,Yes,Low,No
EV08471,28,Female,68367.0,Suburban,19.4,2,Truck,2,3,Yes,4.0,Yes,Low,Yes
EV08472,61,Male,33227.0,Rural,16.7,2,Hatchback,2,0,Yes,2.0,Yes,Low,No
EV08473,60,Female,63794.0,Urban,5.0,4,Sedan,9,7,No,5.0,No,Low,No
EV08474,64,Male,92704.0,Urban,26.5,4,SUV,6,19,No,2.0,Yes,Low,No
EV08475,53,Male,60931.0,Suburban,43.2,1,Hatchback,1,8,Yes,2.0,Yes,Low,No
EV08476,25,Female,,Rural,31.0,1,Sedan,1,0,Yes,5.0,No,Low,No
EV08477,59,Other,84096.0,Suburban,34.6,1,Truck,4,4,Yes,1.0,Yes,Low,No
EV08478,58,Male,58383.0,Rural,55.7,1,SUV,0,3,Yes,2.0,Yes,Low,No
EV08479,62,Male,79417.0,Suburban,44.0,3,Truck,1,8,No,2.0,Yes,Medium,No
EV08480,36,Male,41687.0,Urban,42.9,1,Sedan,4,6,No,5.0,Yes,Low,No
EV08481,54,Female,85469.0,Urban,39.9,1,Truck,12,12,No,3.0,No,Low,No
EV08482,46,Male,121283.0,Urban,36.0,4,Hatchback,8,11,No,4.0,Yes,Low,No
EV08483,56,Female,81593.0,Urban,5.0,3,Hatchback,3,4,No,3.0,Yes,Low,No
EV08484,49,Female,100537.0,Suburban,5.0,2,Sedan,0,5,Yes,4.0,Yes,Low,No
EV08485,67,Female,85264.0,Urban,76.8,2,Hatchback,10,17,No,5.0,No,Low,No
EV08486,38,Female,136613.0,Rural,20.0,1,Sedan,2,1,Yes,1.0,No,Low,No
EV08487,39,Female,110733.0,Urban,37.5,4,Sedan,12,4,No,5.0,No,Medium,No
EV08488,35,Female,47123.0,Urban,50.1,2,Sedan,9,8,No,3.0,Yes,Medium,No
EV08489,58,Female,60725.0,Urban,62.2,1,SUV,8,12,Yes,5.0,Yes,Low,Yes
EV08490,48,Female,48493.0,Suburban,42.6,1,Sedan,2,5,Yes,1.0,Yes,Low,No
EV08491,36,Male,30000.0,Urban,10.3,1,Truck,8,18,Yes,3.0,No,Low,No
EV08492,45,Female,42565.0,Urban,5.0,1,Sedan,2,18,Yes,1.0,No,Low,No
EV08493,28,Male,83646.0,Urban,62.1,2,Sedan,8,8,Yes,1.0,Yes,Low,No
EV08494,25,Female,73580.0,Urban,41.1,1,Sedan,14,6,Yes,4.0,Yes,Low,Yes
EV08495,57,Male,39716.0,Suburban,43.9,3,Truck,3,5,Yes,5.0,No,Low,No
EV08496,42,Male,30000.0,Urban,41.4,2,SUV,4,13,No,5.0,No,Low,No
EV08497,60,Other,76978.0,Urban,97.4,2,Sedan,8,18,No,2.0,No,Medium,No
EV08498,28,Female,30000.0,Suburban,43.5,4,SUV,3,4,Yes,4.0,Yes,Low,No
EV08499,57,Female,131879.0,Urban,50.9,1,Sedan,4,16,Yes,3.0,Yes,Low,No
EV08500,59,Female,120369.0,Urban,24.8,4,Hatchback,11,9,Yes,1.0,No,Low,No
EV08501,48,Female,79362.0,Suburban,35.8,3,SUV,3,7,Yes,3.0,No,Low,No
EV08502,48,Female,126166.0,Rural,46.6,3,Sedan,2,0,Yes,2.0,Yes,Low,Yes
EV08503,41,Male,99426.0,Suburban,92.0,2,SUV,4,3,Yes,5.0,Yes,Low,Yes
EV08504,51,Male,39793.0,Suburban,5.0,2,Sedan,0,2,Yes,4.0,No,Low,No
EV08505,62,Female,30000.0,Rural,65.4,3,Sedan,1,1,Yes,3.0,No,Medium,No
EV08506,63,Other,82903.0,Urban,23.6,4,Truck,3,18,Yes,1.0,Yes,Low,No
EV08507,57,Male,69982.0,Urban,11.9,1,SUV,4,13,Yes,3.0,No,Low,No
EV08508,52,Male,88265.0,Urban,38.3,2,SUV,8,6,No,3.0,No,Low,No
EV08509,29,Female,44466.0,Suburban,83.7,1,SUV,1,8,Yes,4.0,No,Low,No
EV08510,40,Male,38132.0,Urban,29.7,2,SUV,7,10,No,2.0,Yes,Low,No
EV08511,61,Male,88405.0,Suburban,58.9,2,SUV,1,9,Yes,1.0,Yes,Low,No
EV08512,35,Female,97787.0,Urban,36.8,1,SUV,10,16,Yes,3.0,No,Low,No
EV08513,27,Male,103109.0,Suburban,51.8,2,SUV,0,1,Yes,2.0,Yes,Medium,No
EV08514,60,Male,117307.0,Suburban,53.6,1,SUV,3,4,Yes,5.0,Yes,Low,Yes
EV08515,28,Male,111419.0,Suburban,50.5,4,Hatchback,6,9,No,2.0,Yes,Medium,No
EV08516,50,Male,121296.0,Urban,33.8,2,Truck,4,16,No,2.0,Yes,Low,No
EV08517,59,Female,113978.0,Rural,89.1,3,SUV,0,3,Yes,2.0,Yes,Low,No
EV08518,66,Male,40897.0,Rural,17.0,2,Hatchback,1,2,Yes,3.0,No,Low,No
EV08519,46,Male,49661.0,Urban,30.4,3,SUV,5,15,No,5.0,No,Low,No
EV08520,40,Male,49434.0,Suburban,25.7,1,Sedan,0,3,Yes,4.0,No,Low,No
EV08521,45,Female,71088.0,Rural,41.3,1,SUV,2,2,Yes,3.0,Yes,Low,No
EV08522,52,Male,129537.0,Suburban,48.1,2,SUV,7,4,Yes,1.0,Yes,Low,No
EV08523,35,Female,84695.0,Urban,40.2,2,SUV,6,7,No,1.0,Yes,Low,No
EV08524,44,Male,90299.0,Urban,5.0,1,Truck,6,13,No,5.0,Yes,Medium,Yes
EV08525,32,Female,77115.0,Suburban,17.4,2,Sedan,4,6,Yes,5.0,Yes,Low,No
EV08526,65,Male,,Urban,41.4,1,Truck,8,11,No,4.0,Yes,Low,Yes
EV08527,33,Male,157619.0,Urban,69.4,2,Truck,2,12,No,4.0,Yes,Low,Yes
EV08528,39,Male,59841.0,Urban,49.3,2,SUV,9,17,No,4.0,No,Low,No
EV08529,25,Female,118412.0,Suburban,55.5,4,Sedan,5,1,No,3.0,No,Medium,No
EV08530,52,Male,97120.0,Rural,5.0,2,Sedan,0,1,Yes,3.0,Yes,Low,No
EV08531,40,Female,66984.0,Rural,22.8,1,SUV,2,1,Yes,5.0,Yes,Low,No
EV08532,27,Female,124402.0,Rural,52.9,3,Sedan,0,3,Yes,5.0,Yes,Low,Yes
EV08533,45,Male,164835.0,Rural,56.1,3,SUV,1,2,Yes,1.0,No,Low,No
EV08534,47,Male,88167.0,Suburban,96.5,2,Hatchback,7,6,Yes,4.0,No,Medium,No
EV08535,53,Female,116666.0,Suburban,38.9,2,Hatchback,7,8,Yes,4.0,Yes,Low,Yes
EV08536,31,Male,42049.0,Rural,12.6,4,SUV,2,1,Yes,5.0,No,Low,No
EV08537,52,Female,101912.0,Urban,19.2,4,SUV,14,5,Yes,2.0,Yes,Low,Yes
EV08538,61,Male,81297.0,Urban,5.1,2,Hatchback,6,6,Yes,1.0,No,Low,No
EV08539,29,Male,108172.0,Suburban,55.6,1,SUV,0,4,Yes,2.0,Yes,Low,No
EV08540,25,Female,88610.0,Suburban,15.3,3,Sedan,5,1,Yes,1.0,Yes,Low,No
EV08541,27,Male,85915.0,Suburban,71.1,1,SUV,4,5,Yes,4.0,Yes,Low,Yes
EV08542,57,Male,73555.0,Suburban,60.5,2,Sedan,6,5,Yes,3.0,Yes,Low,No
EV08543,65,Male,127415.0,Suburban,45.4,1,Sedan,7,5,Yes,4.0,No,Low,No
EV08544,38,Female,37633.0,Urban,113.5,1,SUV,2,4,Yes,2.0,Yes,Medium,No
EV08545,37,Male,78150.0,Urban,12.4,3,SUV,6,8,Yes,5.0,Yes,Low,Yes
EV08546,51,Male,30000.0,Urban,58.4,3,Sedan,13,15,No,5.0,No,Low,No
EV08547,38,Female,57127.0,Suburban,24.8,1,Sedan,4,2,No,3.0,Yes,Low,No
EV08548,42,Female,69672.0,Urban,46.5,1,Sedan,11,6,No,5.0,Yes,Low,No
EV08549,41,Male,150805.0,Urban,34.1,1,Truck,4,4,Yes,1.0,Yes,Low,No
EV08550,42,Female,69356.0,Rural,58.8,2,Sedan,1,0,Yes,3.0,Yes,Low,No
EV08551,33,Female,81019.0,Urban,23.4,1,SUV,7,5,No,5.0,Yes,Medium,No
EV08552,33,Female,120560.0,Suburban,21.6,1,Sedan,3,9,Yes,2.0,Yes,Low,No
EV08553,61,Male,41087.0,Rural,34.6,1,Hatchback,2,2,Yes,3.0,Yes,Low,No
EV08554,55,Female,106059.0,Rural,5.4,4,Sedan,0,0,Yes,2.0,Yes,Low,Yes
EV08555,60,Male,78464.0,Suburban,35.7,3,SUV,0,1,No,5.0,Yes,Medium,No
EV08556,30,Female,61183.0,Urban,81.3,1,SUV,6,8,No,2.0,Yes,Low,No
EV08557,58,Male,109380.0,Urban,62.8,3,Truck,6,19,No,2.0,Yes,Low,No
EV08558,62,Other,106086.0,Urban,67.0,1,SUV,8,3,No,1.0,Yes,Medium,No
EV08559,54,Male,119975.0,Urban,82.9,3,SUV,14,5,Yes,1.0,No,Low,No
EV08560,58,Male,98232.0,Suburban,54.8,1,Sedan,5,3,Yes,3.0,Yes,Low,No
EV08561,53,Female,48633.0,Rural,5.0,2,Hatchback,2,2,Yes,4.0,Yes,Low,No
EV08562,48,Female,76631.0,Suburban,62.3,2,Hatchback,3,1,Yes,3.0,Yes,Low,No
EV08563,46,Male,124394.0,Urban,27.2,1,SUV,12,17,Yes,4.0,No,Low,No
EV08564,47,Female,91927.0,Suburban,66.6,2,Sedan,0,6,No,2.0,Yes,Low,No
EV08565,50,Male,62271.0,Rural,48.1,2,SUV,0,3,Yes,1.0,No,Low,No
EV08566,31,Male,30000.0,Urban,38.9,2,Hatchback,10,16,No,5.0,Yes,Low,Yes
EV08567,36,Male,95614.0,Urban,10.2,3,Sedan,7,18,Yes,5.0,Yes,Low,Yes
EV08568,29,Female,79010.0,Suburban,51.8,2,Sedan,4,2,Yes,5.0,No,Low,No
EV08569,40,Male,89116.0,Suburban,62.5,1,Hatchback,2,8,Yes,4.0,Yes,Low,Yes
EV08570,55,Male,41356.0,Urban,42.4,2,Sedan,14,7,Yes,5.0,Yes,Low,Yes
EV08571,53,Male,82263.0,Rural,23.0,2,SUV,0,3,Yes,4.0,Yes,Low,No
EV08572,33,Male,101633.0,Urban,42.2,1,SUV,12,5,Yes,5.0,Yes,Low,Yes
EV08573,65,Female,88415.0,Urban,33.2,1,SUV,6,3,Yes,3.0,Yes,Low,No
